type,category,question,answer,clean_text,spu_id,spu_name,sub_category,brand,specs,description,rule_id,rule_category,rule_title,rule_content,session_id,turn_id,role,message,intent_label
product,食品,,,【良品铺子旗舰店】良品铺子 饮料 566型，规格: Pro版 | 颜色: 樱花粉 | 重量: 0.7kg。独立小包装。现在下单享赠品随单送。,SPU001566,良品铺子 饮料 566型,饮料,良品铺子,规格: Pro版 | 颜色: 樱花粉 | 重量: 0.7kg,【良品铺子旗舰店】良品铺子 饮料 566型，规格: Pro版 | 颜色: 樱花粉 | 重量: 0.7kg。独立小包装。现在下单享赠品随单送。,,,,,,,,,
product,食品,,,【伊利旗舰店】伊利 饮料 567型，颜色: 星空灰 | 规格: Lite版 | 重量: 7.0kg。精选优质原料。现在下单享买二免一。,SPU001567,伊利 饮料 567型,饮料,伊利,颜色: 星空灰 | 规格: Lite版 | 重量: 7.0kg,【伊利旗舰店】伊利 饮料 567型，颜色: 星空灰 | 规格: Lite版 | 重量: 7.0kg。精选优质原料。现在下单享买二免一。,,,,,,,,,
product,食品,,,蒙牛官方正品蒙牛 饮料 568型，重量: 15.6kg | 颜色: 珍珠白 | 规格: 旗舰版。支持全国联保，冷链配送。已通过食品行业标准认证。,SPU001568,蒙牛 饮料 568型,饮料,蒙牛,重量: 15.6kg | 颜色: 珍珠白 | 规格: 旗舰版,蒙牛官方正品蒙牛 饮料 568型，重量: 15.6kg | 颜色: 珍珠白 | 规格: 旗舰版。支持全国联保，冷链配送。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,资生堂资生堂 饮料 569型，颜色: 经典黑 | 重量: 12.9kg。食品品类热销产品，累计好评8万+。0添加防腐剂,SPU001569,资生堂 饮料 569型,饮料,资生堂,颜色: 经典黑 | 重量: 12.9kg,资生堂资生堂 饮料 569型，颜色: 经典黑 | 重量: 12.9kg。食品品类热销产品，累计好评8万+。0添加防腐剂,,,,,,,,,
product,食品,,,欧莱雅官方正品欧莱雅 饮料 570型，重量: 0.6kg。支持全国联保，独立小包装。已通过食品行业标准认证。,SPU001570,欧莱雅 饮料 570型,饮料,欧莱雅,重量: 0.6kg,欧莱雅官方正品欧莱雅 饮料 570型，重量: 0.6kg。支持全国联保，独立小包装。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,【耐克旗舰店】耐克 饮料 571型，颜色: 珍珠白 | 重量: 21.6kg | 规格: Pro版。独立小包装。现在下单享30天价保。,SPU001571,耐克 饮料 571型,饮料,耐克,颜色: 珍珠白 | 重量: 21.6kg | 规格: Pro版,【耐克旗舰店】耐克 饮料 571型，颜色: 珍珠白 | 重量: 21.6kg | 规格: Pro版。独立小包装。现在下单享30天价保。,,,,,,,,,
product,食品,,,兰蔻兰蔻 饮料 572型，规格: Pro版 | 颜色: 珍珠白。食品品类热销产品，累计好评1万+。0添加防腐剂,SPU001572,兰蔻 饮料 572型,饮料,兰蔻,规格: Pro版 | 颜色: 珍珠白,兰蔻兰蔻 饮料 572型，规格: Pro版 | 颜色: 珍珠白。食品品类热销产品，累计好评1万+。0添加防腐剂,,,,,,,,,
product,食品,,,华为官方正品华为 饮料 573型，颜色: 星空灰 | 规格: 旗舰版。支持全国联保，独立小包装。已通过食品行业标准认证。,SPU001573,华为 饮料 573型,饮料,华为,颜色: 星空灰 | 规格: 旗舰版,华为官方正品华为 饮料 573型，颜色: 星空灰 | 规格: 旗舰版。支持全国联保，独立小包装。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,兰蔻兰蔻 饮料 574型，颜色: 雾霾蓝 | 规格: 旗舰版。食品品类热销产品，累计好评45万+。冷链配送,SPU001574,兰蔻 饮料 574型,饮料,兰蔻,颜色: 雾霾蓝 | 规格: 旗舰版,兰蔻兰蔻 饮料 574型，颜色: 雾霾蓝 | 规格: 旗舰版。食品品类热销产品，累计好评45万+。冷链配送,,,,,,,,,
product,食品,,,海尔官方正品海尔 饮料 575型，颜色: 经典黑 | 规格: Lite版 | 重量: 14.9kg。支持全国联保，冷链配送。已通过食品行业标准认证。,SPU001575,海尔 饮料 575型,饮料,海尔,颜色: 经典黑 | 规格: Lite版 | 重量: 14.9kg,海尔官方正品海尔 饮料 575型，颜色: 经典黑 | 规格: Lite版 | 重量: 14.9kg。支持全国联保，冷链配送。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,李宁李宁 饮料 576型，颜色: 珍珠白 | 规格: 旗舰版 | 重量: 23.0kg。食品品类热销产品，累计好评28万+。0添加防腐剂,SPU001576,李宁 饮料 576型,饮料,李宁,颜色: 珍珠白 | 规格: 旗舰版 | 重量: 23.0kg,李宁李宁 饮料 576型，颜色: 珍珠白 | 规格: 旗舰版 | 重量: 23.0kg。食品品类热销产品，累计好评28万+。0添加防腐剂,,,,,,,,,
product,食品,,,华为华为 饮料 577型，规格: 旗舰版 | 重量: 16.0kg | 颜色: 星空灰。食品品类热销产品，累计好评26万+。0添加防腐剂,SPU001577,华为 饮料 577型,饮料,华为,规格: 旗舰版 | 重量: 16.0kg | 颜色: 星空灰,华为华为 饮料 577型，规格: 旗舰版 | 重量: 16.0kg | 颜色: 星空灰。食品品类热销产品，累计好评26万+。0添加防腐剂,,,,,,,,,
product,食品,,,耐克耐克 饮料 578型，颜色: 樱花粉 | 重量: 13.6kg | 规格: 标准版。食品品类热销产品，累计好评2万+。0添加防腐剂,SPU001578,耐克 饮料 578型,饮料,耐克,颜色: 樱花粉 | 重量: 13.6kg | 规格: 标准版,耐克耐克 饮料 578型，颜色: 樱花粉 | 重量: 13.6kg | 规格: 标准版。食品品类热销产品，累计好评2万+。0添加防腐剂,,,,,,,,,
product,食品,,,伊利官方正品伊利 饮料 579型，颜色: 经典黑 | 重量: 19.1kg。支持全国联保，独立小包装。已通过食品行业标准认证。,SPU001579,伊利 饮料 579型,饮料,伊利,颜色: 经典黑 | 重量: 19.1kg,伊利官方正品伊利 饮料 579型，颜色: 经典黑 | 重量: 19.1kg。支持全国联保，独立小包装。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,阿迪达斯官方正品阿迪达斯 饮料 580型，规格: 标准版 | 重量: 3.0kg | 颜色: 雾霾蓝。支持全国联保，0添加防腐剂。已通过食品行业标准认证。,SPU001580,阿迪达斯 饮料 580型,饮料,阿迪达斯,规格: 标准版 | 重量: 3.0kg | 颜色: 雾霾蓝,阿迪达斯官方正品阿迪达斯 饮料 580型，规格: 标准版 | 重量: 3.0kg | 颜色: 雾霾蓝。支持全国联保，0添加防腐剂。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,格力官方正品格力 饮料 581型，规格: 标准版 | 颜色: 雾霾蓝。支持全国联保，冷链配送。已通过食品行业标准认证。,SPU001581,格力 饮料 581型,饮料,格力,规格: 标准版 | 颜色: 雾霾蓝,格力官方正品格力 饮料 581型，规格: 标准版 | 颜色: 雾霾蓝。支持全国联保，冷链配送。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,【三只松鼠旗舰店】三只松鼠 饮料 582型，规格: Lite版。0添加防腐剂。现在下单享30天价保。,SPU001582,三只松鼠 饮料 582型,饮料,三只松鼠,规格: Lite版,【三只松鼠旗舰店】三只松鼠 饮料 582型，规格: Lite版。0添加防腐剂。现在下单享30天价保。,,,,,,,,,
product,食品,,,【小米旗舰店】小米 饮料 583型，重量: 18.0kg | 颜色: 星空灰。精选优质原料。现在下单享限时包邮。,SPU001583,小米 饮料 583型,饮料,小米,重量: 18.0kg | 颜色: 星空灰,【小米旗舰店】小米 饮料 583型，重量: 18.0kg | 颜色: 星空灰。精选优质原料。现在下单享限时包邮。,,,,,,,,,
product,食品,,,百草味百草味 饮料 584型，规格: Pro版 | 颜色: 星空灰 | 重量: 13.8kg。食品品类热销产品，累计好评39万+。独立小包装,SPU001584,百草味 饮料 584型,饮料,百草味,规格: Pro版 | 颜色: 星空灰 | 重量: 13.8kg,百草味百草味 饮料 584型，规格: Pro版 | 颜色: 星空灰 | 重量: 13.8kg。食品品类热销产品，累计好评39万+。独立小包装,,,,,,,,,
product,食品,,,【阿迪达斯旗舰店】阿迪达斯 饮料 585型，颜色: 雾霾蓝 | 规格: 标准版 | 重量: 14.5kg。独立小包装。现在下单享30天价保。,SPU001585,阿迪达斯 饮料 585型,饮料,阿迪达斯,颜色: 雾霾蓝 | 规格: 标准版 | 重量: 14.5kg,【阿迪达斯旗舰店】阿迪达斯 饮料 585型，颜色: 雾霾蓝 | 规格: 标准版 | 重量: 14.5kg。独立小包装。现在下单享30天价保。,,,,,,,,,
product,食品,,,【兰蔻旗舰店】兰蔻 饮料 586型，颜色: 星空灰。独立小包装。现在下单享30天价保。,SPU001586,兰蔻 饮料 586型,饮料,兰蔻,颜色: 星空灰,【兰蔻旗舰店】兰蔻 饮料 586型，颜色: 星空灰。独立小包装。现在下单享30天价保。,,,,,,,,,
product,食品,,,安踏官方正品安踏 饮料 587型，重量: 1.1kg | 规格: 旗舰版 | 颜色: 经典黑。支持全国联保，冷链配送。已通过食品行业标准认证。,SPU001587,安踏 饮料 587型,饮料,安踏,重量: 1.1kg | 规格: 旗舰版 | 颜色: 经典黑,安踏官方正品安踏 饮料 587型，重量: 1.1kg | 规格: 旗舰版 | 颜色: 经典黑。支持全国联保，冷链配送。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,苹果苹果 饮料 588型，规格: Lite版 | 重量: 4.5kg | 颜色: 经典黑。食品品类热销产品，累计好评31万+。0添加防腐剂,SPU001588,苹果 饮料 588型,饮料,苹果,规格: Lite版 | 重量: 4.5kg | 颜色: 经典黑,苹果苹果 饮料 588型，规格: Lite版 | 重量: 4.5kg | 颜色: 经典黑。食品品类热销产品，累计好评31万+。0添加防腐剂,,,,,,,,,
product,食品,,,【耐克旗舰店】耐克 饮料 589型，颜色: 雾霾蓝。精选优质原料。现在下单享赠品随单送。,SPU001589,耐克 饮料 589型,饮料,耐克,颜色: 雾霾蓝,【耐克旗舰店】耐克 饮料 589型，颜色: 雾霾蓝。精选优质原料。现在下单享赠品随单送。,,,,,,,,,
product,食品,,,美的官方正品美的 饮料 590型，规格: Pro版。支持全国联保，精选优质原料。已通过食品行业标准认证。,SPU001590,美的 饮料 590型,饮料,美的,规格: Pro版,美的官方正品美的 饮料 590型，规格: Pro版。支持全国联保，精选优质原料。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,资生堂资生堂 饮料 591型，规格: Pro版 | 颜色: 经典黑 | 重量: 8.7kg。食品品类热销产品，累计好评18万+。独立小包装,SPU001591,资生堂 饮料 591型,饮料,资生堂,规格: Pro版 | 颜色: 经典黑 | 重量: 8.7kg,资生堂资生堂 饮料 591型，规格: Pro版 | 颜色: 经典黑 | 重量: 8.7kg。食品品类热销产品，累计好评18万+。独立小包装,,,,,,,,,
product,食品,,,百草味官方正品百草味 饮料 592型，重量: 1.4kg | 颜色: 樱花粉 | 规格: 标准版。支持全国联保，独立小包装。已通过食品行业标准认证。,SPU001592,百草味 饮料 592型,饮料,百草味,重量: 1.4kg | 颜色: 樱花粉 | 规格: 标准版,百草味官方正品百草味 饮料 592型，重量: 1.4kg | 颜色: 樱花粉 | 规格: 标准版。支持全国联保，独立小包装。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,【三只松鼠旗舰店】三只松鼠 饮料 593型，颜色: 樱花粉。0添加防腐剂。现在下单享赠品随单送。,SPU001593,三只松鼠 饮料 593型,饮料,三只松鼠,颜色: 樱花粉,【三只松鼠旗舰店】三只松鼠 饮料 593型，颜色: 樱花粉。0添加防腐剂。现在下单享赠品随单送。,,,,,,,,,
product,食品,,,海尔海尔 饮料 594型，规格: 旗舰版 | 颜色: 经典黑。食品品类热销产品，累计好评5万+。0添加防腐剂,SPU001594,海尔 饮料 594型,饮料,海尔,规格: 旗舰版 | 颜色: 经典黑,海尔海尔 饮料 594型，规格: 旗舰版 | 颜色: 经典黑。食品品类热销产品，累计好评5万+。0添加防腐剂,,,,,,,,,
product,食品,,,兰蔻官方正品兰蔻 饮料 595型，重量: 19.7kg | 规格: 旗舰版。支持全国联保，独立小包装。已通过食品行业标准认证。,SPU001595,兰蔻 饮料 595型,饮料,兰蔻,重量: 19.7kg | 规格: 旗舰版,兰蔻官方正品兰蔻 饮料 595型，重量: 19.7kg | 规格: 旗舰版。支持全国联保，独立小包装。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,伊利官方正品伊利 饮料 596型，规格: Lite版 | 重量: 23.0kg | 颜色: 经典黑。支持全国联保，精选优质原料。已通过食品行业标准认证。,SPU001596,伊利 饮料 596型,饮料,伊利,规格: Lite版 | 重量: 23.0kg | 颜色: 经典黑,伊利官方正品伊利 饮料 596型，规格: Lite版 | 重量: 23.0kg | 颜色: 经典黑。支持全国联保，精选优质原料。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,阿迪达斯阿迪达斯 饮料 597型，颜色: 珍珠白 | 重量: 18.0kg | 规格: Lite版。食品品类热销产品，累计好评29万+。0添加防腐剂,SPU001597,阿迪达斯 饮料 597型,饮料,阿迪达斯,颜色: 珍珠白 | 重量: 18.0kg | 规格: Lite版,阿迪达斯阿迪达斯 饮料 597型，颜色: 珍珠白 | 重量: 18.0kg | 规格: Lite版。食品品类热销产品，累计好评29万+。0添加防腐剂,,,,,,,,,
product,食品,,,三星三星 饮料 598型，规格: Pro版。食品品类热销产品，累计好评38万+。冷链配送,SPU001598,三星 饮料 598型,饮料,三星,规格: Pro版,三星三星 饮料 598型，规格: Pro版。食品品类热销产品，累计好评38万+。冷链配送,,,,,,,,,
product,食品,,,【阿迪达斯旗舰店】阿迪达斯 饮料 599型，颜色: 樱花粉 | 重量: 13.9kg。精选优质原料。现在下单享赠品随单送。,SPU001599,阿迪达斯 饮料 599型,饮料,阿迪达斯,颜色: 樱花粉 | 重量: 13.9kg,【阿迪达斯旗舰店】阿迪达斯 饮料 599型，颜色: 樱花粉 | 重量: 13.9kg。精选优质原料。现在下单享赠品随单送。,,,,,,,,,
product,食品,,,阿迪达斯阿迪达斯 饮料 600型，重量: 13.5kg。食品品类热销产品，累计好评43万+。独立小包装,SPU001600,阿迪达斯 饮料 600型,饮料,阿迪达斯,重量: 13.5kg,阿迪达斯阿迪达斯 饮料 600型，重量: 13.5kg。食品品类热销产品，累计好评43万+。独立小包装,,,,,,,,,
product,食品,,,欧莱雅欧莱雅 饮料 601型，重量: 2.7kg | 规格: Lite版。食品品类热销产品，累计好评15万+。冷链配送,SPU001601,欧莱雅 饮料 601型,饮料,欧莱雅,重量: 2.7kg | 规格: Lite版,欧莱雅欧莱雅 饮料 601型，重量: 2.7kg | 规格: Lite版。食品品类热销产品，累计好评15万+。冷链配送,,,,,,,,,
product,食品,,,伊利伊利 饮料 602型，重量: 14.3kg。食品品类热销产品，累计好评16万+。0添加防腐剂,SPU001602,伊利 饮料 602型,饮料,伊利,重量: 14.3kg,伊利伊利 饮料 602型，重量: 14.3kg。食品品类热销产品，累计好评16万+。0添加防腐剂,,,,,,,,,
product,食品,,,【耐克旗舰店】耐克 饮料 603型，重量: 12.4kg | 颜色: 樱花粉。独立小包装。现在下单享买二免一。,SPU001603,耐克 饮料 603型,饮料,耐克,重量: 12.4kg | 颜色: 樱花粉,【耐克旗舰店】耐克 饮料 603型，重量: 12.4kg | 颜色: 樱花粉。独立小包装。现在下单享买二免一。,,,,,,,,,
product,食品,,,【美的旗舰店】美的 饮料 604型，规格: Lite版。独立小包装。现在下单享买二免一。,SPU001604,美的 饮料 604型,饮料,美的,规格: Lite版,【美的旗舰店】美的 饮料 604型，规格: Lite版。独立小包装。现在下单享买二免一。,,,,,,,,,
product,食品,,,【李宁旗舰店】李宁 饮料 605型，重量: 20.2kg | 规格: Pro版。精选优质原料。现在下单享限时包邮。,SPU001605,李宁 饮料 605型,饮料,李宁,重量: 20.2kg | 规格: Pro版,【李宁旗舰店】李宁 饮料 605型，重量: 20.2kg | 规格: Pro版。精选优质原料。现在下单享限时包邮。,,,,,,,,,
product,食品,,,华为官方正品华为 饮料 606型，颜色: 珍珠白 | 规格: 标准版。支持全国联保，精选优质原料。已通过食品行业标准认证。,SPU001606,华为 饮料 606型,饮料,华为,颜色: 珍珠白 | 规格: 标准版,华为官方正品华为 饮料 606型，颜色: 珍珠白 | 规格: 标准版。支持全国联保，精选优质原料。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,科沃斯官方正品科沃斯 饮料 607型，规格: 标准版 | 颜色: 雾霾蓝。支持全国联保，冷链配送。已通过食品行业标准认证。,SPU001607,科沃斯 饮料 607型,饮料,科沃斯,规格: 标准版 | 颜色: 雾霾蓝,科沃斯官方正品科沃斯 饮料 607型，规格: 标准版 | 颜色: 雾霾蓝。支持全国联保，冷链配送。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,李宁李宁 饮料 608型，规格: Pro版。食品品类热销产品，累计好评22万+。精选优质原料,SPU001608,李宁 饮料 608型,饮料,李宁,规格: Pro版,李宁李宁 饮料 608型，规格: Pro版。食品品类热销产品，累计好评22万+。精选优质原料,,,,,,,,,
product,食品,,,【格力旗舰店】格力 饮料 609型，颜色: 珍珠白。冷链配送。现在下单享限时包邮。,SPU001609,格力 饮料 609型,饮料,格力,颜色: 珍珠白,【格力旗舰店】格力 饮料 609型，颜色: 珍珠白。冷链配送。现在下单享限时包邮。,,,,,,,,,
product,食品,,,百草味官方正品百草味 饮料 610型，颜色: 雾霾蓝 | 规格: 旗舰版 | 重量: 5.1kg。支持全国联保，精选优质原料。已通过食品行业标准认证。,SPU001610,百草味 饮料 610型,饮料,百草味,颜色: 雾霾蓝 | 规格: 旗舰版 | 重量: 5.1kg,百草味官方正品百草味 饮料 610型，颜色: 雾霾蓝 | 规格: 旗舰版 | 重量: 5.1kg。支持全国联保，精选优质原料。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,三星三星 饮料 611型，重量: 8.0kg | 颜色: 樱花粉 | 规格: 升级版。食品品类热销产品，累计好评28万+。精选优质原料,SPU001611,三星 饮料 611型,饮料,三星,重量: 8.0kg | 颜色: 樱花粉 | 规格: 升级版,三星三星 饮料 611型，重量: 8.0kg | 颜色: 樱花粉 | 规格: 升级版。食品品类热销产品，累计好评28万+。精选优质原料,,,,,,,,,
product,食品,,,欧莱雅欧莱雅 饮料 612型，规格: 标准版。食品品类热销产品，累计好评20万+。冷链配送,SPU001612,欧莱雅 饮料 612型,饮料,欧莱雅,规格: 标准版,欧莱雅欧莱雅 饮料 612型，规格: 标准版。食品品类热销产品，累计好评20万+。冷链配送,,,,,,,,,
product,食品,,,良品铺子良品铺子 饮料 613型，规格: 旗舰版 | 颜色: 星空灰 | 重量: 18.8kg。食品品类热销产品，累计好评12万+。独立小包装,SPU001613,良品铺子 饮料 613型,饮料,良品铺子,规格: 旗舰版 | 颜色: 星空灰 | 重量: 18.8kg,良品铺子良品铺子 饮料 613型，规格: 旗舰版 | 颜色: 星空灰 | 重量: 18.8kg。食品品类热销产品，累计好评12万+。独立小包装,,,,,,,,,
product,食品,,,阿迪达斯阿迪达斯 饮料 614型，颜色: 雾霾蓝 | 规格: 标准版 | 重量: 23.7kg。食品品类热销产品，累计好评48万+。独立小包装,SPU001614,阿迪达斯 饮料 614型,饮料,阿迪达斯,颜色: 雾霾蓝 | 规格: 标准版 | 重量: 23.7kg,阿迪达斯阿迪达斯 饮料 614型，颜色: 雾霾蓝 | 规格: 标准版 | 重量: 23.7kg。食品品类热销产品，累计好评48万+。独立小包装,,,,,,,,,
product,食品,,,欧莱雅官方正品欧莱雅 生鲜 615型，颜色: 樱花粉 | 规格: Lite版 | 重量: 14.8kg。支持全国联保，独立小包装。已通过食品行业标准认证。,SPU001615,欧莱雅 生鲜 615型,生鲜,欧莱雅,颜色: 樱花粉 | 规格: Lite版 | 重量: 14.8kg,欧莱雅官方正品欧莱雅 生鲜 615型，颜色: 樱花粉 | 规格: Lite版 | 重量: 14.8kg。支持全国联保，独立小包装。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,美的美的 生鲜 616型，规格: 旗舰版 | 颜色: 经典黑 | 重量: 23.1kg。食品品类热销产品，累计好评38万+。独立小包装,SPU001616,美的 生鲜 616型,生鲜,美的,规格: 旗舰版 | 颜色: 经典黑 | 重量: 23.1kg,美的美的 生鲜 616型，规格: 旗舰版 | 颜色: 经典黑 | 重量: 23.1kg。食品品类热销产品，累计好评38万+。独立小包装,,,,,,,,,
product,食品,,,资生堂官方正品资生堂 生鲜 617型，重量: 8.8kg。支持全国联保，0添加防腐剂。已通过食品行业标准认证。,SPU001617,资生堂 生鲜 617型,生鲜,资生堂,重量: 8.8kg,资生堂官方正品资生堂 生鲜 617型，重量: 8.8kg。支持全国联保，0添加防腐剂。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,【李宁旗舰店】李宁 生鲜 618型，重量: 9.9kg | 颜色: 雾霾蓝。0添加防腐剂。现在下单享赠品随单送。,SPU001618,李宁 生鲜 618型,生鲜,李宁,重量: 9.9kg | 颜色: 雾霾蓝,【李宁旗舰店】李宁 生鲜 618型，重量: 9.9kg | 颜色: 雾霾蓝。0添加防腐剂。现在下单享赠品随单送。,,,,,,,,,
product,食品,,,【资生堂旗舰店】资生堂 生鲜 619型，重量: 3.7kg。独立小包装。现在下单享限时包邮。,SPU001619,资生堂 生鲜 619型,生鲜,资生堂,重量: 3.7kg,【资生堂旗舰店】资生堂 生鲜 619型，重量: 3.7kg。独立小包装。现在下单享限时包邮。,,,,,,,,,
product,食品,,,小米小米 生鲜 620型，重量: 8.3kg | 颜色: 雾霾蓝 | 规格: 旗舰版。食品品类热销产品，累计好评6万+。冷链配送,SPU001620,小米 生鲜 620型,生鲜,小米,重量: 8.3kg | 颜色: 雾霾蓝 | 规格: 旗舰版,小米小米 生鲜 620型，重量: 8.3kg | 颜色: 雾霾蓝 | 规格: 旗舰版。食品品类热销产品，累计好评6万+。冷链配送,,,,,,,,,
product,食品,,,海尔海尔 生鲜 621型，规格: Pro版 | 颜色: 经典黑。食品品类热销产品，累计好评25万+。精选优质原料,SPU001621,海尔 生鲜 621型,生鲜,海尔,规格: Pro版 | 颜色: 经典黑,海尔海尔 生鲜 621型，规格: Pro版 | 颜色: 经典黑。食品品类热销产品，累计好评25万+。精选优质原料,,,,,,,,,
product,食品,,,蒙牛官方正品蒙牛 生鲜 622型，颜色: 樱花粉 | 重量: 12.0kg | 规格: Pro版。支持全国联保，冷链配送。已通过食品行业标准认证。,SPU001622,蒙牛 生鲜 622型,生鲜,蒙牛,颜色: 樱花粉 | 重量: 12.0kg | 规格: Pro版,蒙牛官方正品蒙牛 生鲜 622型，颜色: 樱花粉 | 重量: 12.0kg | 规格: Pro版。支持全国联保，冷链配送。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,科沃斯科沃斯 生鲜 623型，颜色: 雾霾蓝 | 规格: 旗舰版。食品品类热销产品，累计好评7万+。0添加防腐剂,SPU001623,科沃斯 生鲜 623型,生鲜,科沃斯,颜色: 雾霾蓝 | 规格: 旗舰版,科沃斯科沃斯 生鲜 623型，颜色: 雾霾蓝 | 规格: 旗舰版。食品品类热销产品，累计好评7万+。0添加防腐剂,,,,,,,,,
product,食品,,,【蒙牛旗舰店】蒙牛 生鲜 624型，规格: 升级版 | 颜色: 雾霾蓝 | 重量: 21.0kg。0添加防腐剂。现在下单享赠品随单送。,SPU001624,蒙牛 生鲜 624型,生鲜,蒙牛,规格: 升级版 | 颜色: 雾霾蓝 | 重量: 21.0kg,【蒙牛旗舰店】蒙牛 生鲜 624型，规格: 升级版 | 颜色: 雾霾蓝 | 重量: 21.0kg。0添加防腐剂。现在下单享赠品随单送。,,,,,,,,,
product,食品,,,【资生堂旗舰店】资生堂 生鲜 625型，颜色: 樱花粉 | 规格: 旗舰版。冷链配送。现在下单享限时包邮。,SPU001625,资生堂 生鲜 625型,生鲜,资生堂,颜色: 樱花粉 | 规格: 旗舰版,【资生堂旗舰店】资生堂 生鲜 625型，颜色: 樱花粉 | 规格: 旗舰版。冷链配送。现在下单享限时包邮。,,,,,,,,,
product,食品,,,格力格力 生鲜 626型，规格: Lite版 | 颜色: 经典黑。食品品类热销产品，累计好评50万+。0添加防腐剂,SPU001626,格力 生鲜 626型,生鲜,格力,规格: Lite版 | 颜色: 经典黑,格力格力 生鲜 626型，规格: Lite版 | 颜色: 经典黑。食品品类热销产品，累计好评50万+。0添加防腐剂,,,,,,,,,
product,食品,,,【海尔旗舰店】海尔 生鲜 627型，重量: 0.9kg | 规格: 升级版。0添加防腐剂。现在下单享买二免一。,SPU001627,海尔 生鲜 627型,生鲜,海尔,重量: 0.9kg | 规格: 升级版,【海尔旗舰店】海尔 生鲜 627型，重量: 0.9kg | 规格: 升级版。0添加防腐剂。现在下单享买二免一。,,,,,,,,,
product,食品,,,李宁李宁 生鲜 628型，规格: 旗舰版 | 重量: 23.6kg | 颜色: 星空灰。食品品类热销产品，累计好评13万+。独立小包装,SPU001628,李宁 生鲜 628型,生鲜,李宁,规格: 旗舰版 | 重量: 23.6kg | 颜色: 星空灰,李宁李宁 生鲜 628型，规格: 旗舰版 | 重量: 23.6kg | 颜色: 星空灰。食品品类热销产品，累计好评13万+。独立小包装,,,,,,,,,
product,食品,,,【三只松鼠旗舰店】三只松鼠 生鲜 629型，颜色: 雾霾蓝 | 重量: 17.5kg。冷链配送。现在下单享限时包邮。,SPU001629,三只松鼠 生鲜 629型,生鲜,三只松鼠,颜色: 雾霾蓝 | 重量: 17.5kg,【三只松鼠旗舰店】三只松鼠 生鲜 629型，颜色: 雾霾蓝 | 重量: 17.5kg。冷链配送。现在下单享限时包邮。,,,,,,,,,
product,食品,,,【三只松鼠旗舰店】三只松鼠 生鲜 630型，重量: 13.5kg | 规格: 旗舰版。0添加防腐剂。现在下单享买二免一。,SPU001630,三只松鼠 生鲜 630型,生鲜,三只松鼠,重量: 13.5kg | 规格: 旗舰版,【三只松鼠旗舰店】三只松鼠 生鲜 630型，重量: 13.5kg | 规格: 旗舰版。0添加防腐剂。现在下单享买二免一。,,,,,,,,,
product,食品,,,欧莱雅官方正品欧莱雅 生鲜 631型，重量: 3.7kg | 颜色: 珍珠白。支持全国联保，0添加防腐剂。已通过食品行业标准认证。,SPU001631,欧莱雅 生鲜 631型,生鲜,欧莱雅,重量: 3.7kg | 颜色: 珍珠白,欧莱雅官方正品欧莱雅 生鲜 631型，重量: 3.7kg | 颜色: 珍珠白。支持全国联保，0添加防腐剂。已通过食品行业标准认证。,,,,,,,,,
product,食品,,,蒙牛蒙牛 生鲜 632型，规格: 标准版 | 颜色: 珍珠白 | 重量: 0.8kg。食品品类热销产品，累计好评39万+。精选优质原料,SPU001632,蒙牛 生鲜 632型,生鲜,蒙牛,规格: 标准版 | 颜色: 珍珠白 | 重量: 0.8kg,蒙牛蒙牛 生鲜 632型，规格: 标准版 | 颜色: 珍珠白 | 重量: 0.8kg。食品品类热销产品，累计好评39万+。精选优质原料,,,,,,,,,
product,食品,,,【李宁旗舰店】李宁 生鲜 633型，重量: 1.3kg。冷链配送。现在下单享买二免一。,SPU001633,李宁 生鲜 633型,生鲜,李宁,重量: 1.3kg,【李宁旗舰店】李宁 生鲜 633型，重量: 1.3kg。冷链配送。现在下单享买二免一。,,,,,,,,,
product,食品,,,良品铺子良品铺子 生鲜 634型，规格: Pro版。食品品类热销产品，累计好评8万+。0添加防腐剂,SPU001634,良品铺子 生鲜 634型,生鲜,良品铺子,规格: Pro版,良品铺子良品铺子 生鲜 634型，规格: Pro版。食品品类热销产品，累计好评8万+。0添加防腐剂,,,,,,,,,
